,FACILITY ID,FACILITY NAME,RECORD ID, PROGRAM NAME,PROGRAM ELEMENT (PE),PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY  STATE,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,OWNER ID,OWNER NAME,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP,Location,Census Tracts 2010,2011 Supervisorial District Boundaries (Official),Board Approved Statistical Areas,Zip Codes
34447,FA0071488,SUPERIOR SUPER WAREHOUSE,PR0039617,SUPERIOR GROCERY WAREHOUSE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,7316 S COMPTON AVE,LOS ANGELES,CA,90001,33.97342342,-118.2474673,OW0034460,"SUPER CENTER CONCEPTS, INC",15510 CARMENTIA RD,SANTA FE SPRINGS,CA,90670,"(33.9734234212, -118.2474673191)",675.0,2.0,174.0,22350.0
10991,FA0011447,BURGER KING # 11490,PR0016692,BURGER KING,1637,RESTAURANT (61-150) SEATS MODERATE RISK,4918 W SUNSET BLVD,LOS ANGELES,CA,90027,34.09786657,-118.2968625,OW0011645,FARSHI JACK/CALIFORNIA FOOD,8306 WILSHIRE BLVD # 5002,BEVERLY HILLS,CA,90211,"(34.0978665688, -118.2968624648)",1400.0,3.0,344.0,23445.0
40023,FA0238784,LITTLE COW MARKET,PR0186710,LITTLE COW MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",208 E ALONDRA BLVD,COMPTON,CA,90220,33.88857349,-118.2208291,OW0235206,YONG BOK PANG,208 E ALONDRA BLVD,COMPTON,CA,90220,"(33.8885734891, -118.2208290659)",1240.0,2.0,7.0,24349.0
24345,FA0040922,MUSTARD SEED CAFE,PR0029713,MUSTARD SEED CAFE,1635,RESTAURANT (31-60) SEATS HIGH RISK,1948 N HILLHURST AVE,LOS ANGELES,CA,90027,34.106759600000004,-118.287251,OW0025412,"MUSTARD SEED CAFE, INC",4915   CECILVILLE AVE,LA CRESCENTA,CA,91214,"(34.1067596016, -118.2872509924)",1459.0,3.0,27.0,23445.0
4039,FA0255804,7-ELEVEN STORE 19882F,PR0205525,7-ELEVEN STORE 19882F,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",7555 RESEDA BLVD,RESEDA,CA,91335,34.20810666,-118.53609469999999,OW0248661,"BILLU ENTERPRISES, INC.",P.O. BOX 219088,DALLAS,TX,75221,"(34.2081066633, -118.5360946896)",546.0,3.0,405.0,18909.0
243,FA0010694,BOYLE GAS STATION,PR0028668,BOYLE GAS STATION,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2005 E 4TH ST,LOS ANGELES,CA,90033,34.04284451,-118.2163494,OW0001010,"4TH & 5 MART, INC",2005  E 4TH ST,LOS ANGELES,CA,90033,"(34.04284451, -118.2163494132)",1211.0,1.0,332.0,23450.0
34140,FA0057065,ACE FRUIT,PR0014956,ACE FRUIT,1631,RESTAURANT (0-30) SEATS MODERATE RISK,7355 LANKERSHIM BLVD 63,NORTH HOLLYWOOD,CA,91605,34.2043,-118.388677,OW0034200,"SUK YOON AHN, STEVEN",7355   LANKERSHIM BLVD.,NORTH HOLLYWOOD,CA,91605,"(34.2043, -118.388677)",1383.0,3.0,394.0,8888.0
33982,FA0028396,PICK UP STIX 7308,PR0039089,PICK UP STIX 7308,1632,RESTAURANT (0-30) SEATS HIGH RISK,703 PIER AVE STE A,HERMOSA BEACH,CA,90254,33.86510176,-118.3949051,OW0034023,STIX RESTAURANT HOLDINGS LLC,3600 AMERICAN BLVD W STE 165,BLOOMINGTON,MN,55431-4513,"(33.8651017632, -118.3949051175)",1174.0,4.0,310.0,24688.0
23854,FA0025217,GENESIS COFFEE SHOP,PR0037714,GENESIS COFFEE SHOP,1632,RESTAURANT (0-30) SEATS HIGH RISK,10983 GLENOAKS BLVD,PACOIMA,CA,91331,34.26926629,-118.407474,OW0024770,MOLINA MARIA IRMA,10983 GLENOAKS BLVD,PACOIMA,CA,91331,"(34.269266285, -118.4074739757)",1392.0,3.0,397.0,18907.0
38616,FA0054614,WALGREENS #09882,PR0030064,WALGREENS #09882,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",331 N PACIFIC COAST HWY,EL SEGUNDO,CA,90245,33.84640878,-118.38777160000001,OW0038319,WALGREENS CO.,PO BOX 901,DEERFIELD,IL,60015,"(33.8464087768, -118.3877715678)",646.0,4.0,85.0,25069.0
5271,FA0058887,CABRILLO BEACH YACHT CLUB,PR0043766,CABRILLO BEACH YACHT CLUB,1641,RESTAURANT (151 + ) SEATS HIGH RISK,211 W 22ND ST,SAN PEDRO,CA,90731,33.72467848,-118.28249070000001,OW0005672,CABRILLO BEACH YACHT CLUB IN,211 W 22ND ST,SAN PEDRO,CA,90731,"(33.7246784801, -118.2824906886)",102.0,4.0,43.0,3342.0
37559,FA0170909,UNIVERSAL STUDIOS HOLLYWOOD,PR0026948,UNIVERSAL STUDIOS STORE-FRNT,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",100 UNIVERSAL CITY PLZ,UNIVERSAL CITY,CA,91608,34.14247099,-118.35682479999998,OW0036927,UNIVERSAL CITY STUDIOS LLC,100 UNIVERSAL CITY PLZ BLDG 511-6,UNIVERSAL CITY,CA,91608,"(34.1424709902, -118.3568247802)",1653.0,3.0,270.0,8891.0
9537,FA0009776,BIG WANGS,PR0006839,BIG WANGS,1641,RESTAURANT (151 + ) SEATS HIGH RISK,801 S GRAND AVE STE #175,LOS ANGELES,CA,90017,34.04536184,-118.2584315,OW0010386,DOWNTOWN 1 LP,12430 RIVERSIDE DR,VALLEY VILLAGE,CA,91607,"(34.0453618423, -118.2584314842)",709.0,1.0,343.0,23078.0
13681,FA0033793,SOUTH CENTRAL 98 CENTS STORE,PR0044589,SOUTH CENTRAL 98 CENTS STORE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8514 S SAN PEDRO ST,LOS ANGELES,CA,90003,33.96045599,-118.2693249,OW0014197,"GUADALUPE, BLANCA",8514  S SAN PEDRO ST,LOS ANGELES,CA,90003,"(33.9604559934, -118.2693249438)",1018.0,2.0,358.0,22352.0
10061,FA0061354,EL CAMINO FAMILY RESTAURANT,PR0007961,EL CAMINO FAMILY RESTAURANT,1638,RESTAURANT (61-150) SEATS HIGH RISK,13545 E TELEGRAPH RD,WHITTIER,CA,90604,33.93771677,-118.04235020000002,OW0010808,EL CAMINO FAMILY REST CORP,13545  E TELEGRAPH RD,WHITTIER,CA,90605,"(33.9377167673, -118.0423501737)",2110.0,4.0,262.0,25725.0
33229,FA0225101,DIAMOND BAR SHELL,PR0180413,DIAMOND BAR SHELL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",21103 GOLDEN SPRINGS DR,DIAMOND BAR,CA,91789,34.00014613,-117.84392220000001,OW0229542,SRNR ENTERPRISES INC.,21103 GOLDEN SPRINGS DR,DIAMOND BAR,CA,91789,"(34.0001461268, -117.8439222368)",2311.0,4.0,302.0,10145.0
29236,FA0250311,LAS BRISAS RESTAURANT,PR0199266,LAS BRISAS RESTAURANT,1632,RESTAURANT (0-30) SEATS HIGH RISK,11828 HAWTHORNE BLVD,HAWTHORNE,CA,90250,33.92650244,-118.35242659999999,OW0244445,REYNA RAMIREZ,9501 COMANCHE AVE,CHATSWORTH,CA,91311,"(33.9265024372, -118.3524265628)",1029.0,2.0,10.0,24687.0
4059,FA0262246,BIONICO ZACATECAS,PR0212927,BIONICO ZACATECAS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,5037 GAGE AVE,BELL,CA,90201-1420,33.97689276,-118.17581909999998,OW0253733,BIONICO ZACATECAS INC,5037 GAGE AVE,BELL,CA,90201-1420,"(33.976892755, -118.1758191371)",1891.0,1.0,289.0,24345.0
30869,FA0049746,SUPER MERCADO BRAZIL,PR0011079,SUPER MERCADO BRAZIL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10826 VENICE BLVD STE #105,CULVER CITY,CA,90232,34.01708082,-118.409683,OW0031799,"SARAIVA, ADRIANA S",10826   VENICE BLVD #105,CULVER CITY,CA,90232,"(34.0170808169, -118.4096829922)",863.0,2.0,393.0,23451.0
33483,FA0048834,STARBUCKS COFFEE #5813,PR0006798,STARBUCKS COFFEE #5813,1633,RESTAURANT (31-60) SEATS LOW RISK,9001 E FIRESTONE BLVD,DOWNEY,CA,90241,33.93581122,-118.12340900000001,OW0033938,STARBUCKS COFFEE CORPORATION,P.O. BOX 34442-TAX 2,SEATTLE,WA,98124,"(33.9358112208, -118.123409017)",2152.0,4.0,303.0,24681.0
22791,FA0004012,7-ELEVEN,PR0035863,7-ELEVEN,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",500 W 7TH ST,LOS ANGELES,CA,90014,34.04650871,-118.2558186,OW0023785,MATTU MOHINDER S,500  W 7TH STREET,LOS ANGELES,CA,90014,"(34.0465087134, -118.2558185574)",709.0,1.0,343.0,23075.0
6221,FA0225459,THE COFFEE BEAN & TEA LEAF,PR0180780,THE COFFEE BEAN & TEA LEAF,1633,RESTAURANT (31-60) SEATS LOW RISK,3550 WILSHIRE BLVD # 105,LOS ANGELES,CA,90010,34.06170263,-118.30231029999999,OW0229722,"CGI PARAMOUNT, LLC",3580 WILSHIRE BLVD # 1133,LOS ANGELES,CA,90010,"(34.0617026255, -118.3023103323)",999.0,2.0,372.0,22726.0
35528,FA0036724,TEP THAI,PR0035888,TEP THAI,1635,RESTAURANT (31-60) SEATS HIGH RISK,209 W WILSON AVE,GLENDALE,CA,91203,34.14821185,-118.25687079999999,OW0035275,TEP THAI CORP,209  W WILSON AVE,GLENDALE,CA,91203,"(34.1482118464, -118.2568708254)",1345.0,5.0,305.0,3629.0
40268,FA0054835,WINCHELL'S DONUTS #9259,PR0011006,WINCHELL'S DONUTS #9259,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1700 S WESTERN AVE,LOS ANGELES,CA,90006,34.04254482,-118.30883859999999,OW0040037,YUM YUM DONUT SHOPS INC.,18830 E SAN JOSE AVE,INDUSTRY,CA,91748,"(34.0425448153, -118.3088386337)",723.0,2.0,155.0,22723.0
1067,FA0159394,THE MARIA'S MARKET,PR0147454,THE MARIA'S MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1346 FIRESTONE BLVD,LOS ANGELES,CA,90001,33.95996381,-118.25041110000001,OW0124405,AILEN BELTRAN,1346 FIRESTONE BLVD,LOS ANGELES,CA,90001,"(33.9599638106, -118.2504110745)",955.0,2.0,174.0,22350.0
12820,FA0007021,ARMEN MARKET,PR0044023,ARMEN MARKET,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1873 N ALLEN AVE,PASADENA,CA,91104,34.17828918,-118.1123358,OW0013151,"GHARIBI, ARMEN",1873  N ALLEN AVE,PASADENA,CA,91104,"(34.1782891809, -118.1123358109)",1821.0,5.0,112.0,2443.0
24094,FA0241282,MOTHER NATURES REMEDY,PR0189391,MOTHER NATURES REMEDY,1632,RESTAURANT (0-30) SEATS HIGH RISK,22817 VENTURA BLVD,WOODLAND HILLS,CA,91364,34.16584773,-118.62398710000001,OW0237229,MOTHER NATURES REMEDY,22815 VENTURA BLVD STE 291,WOODLAND HILLS,CA,91364,"(34.1658477256, -118.6239871496)",606.0,3.0,69.0,19346.0
9764,FA0060993,DOMINO'S PIZZA,PR0033209,DOMINO'S PIZZA,1631,RESTAURANT (0-30) SEATS MODERATE RISK,9443 LAS TUNAS DR,TEMPLE CITY,CA,91780,34.10623457,-118.0651379,OW0010606,E.M. PIZZA INC.,1935 E COLORADO BLVD #B,PASADENA,CA,91107,"(34.1062345653, -118.0651379473)",1771.0,5.0,101.0,10139.0
13159,FA0064768,BEVERLY CENTER MOBIL,PR0010153,BEVERLY CENTER MOBIL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8489 W BEVERLY BLVD,LOS ANGELES,CA,90048,34.0762035,-118.3763003,OW0013538,GOLDEN WEST TRIANGLE INC,8489  W BEVERLY BL,LOS ANGELES,CA,90048,"(34.0762035, -118.3763003366)",1514.0,3.0,387.0,23679.0
3885,FA0068404,THE BAR AT MONTAGE,PR0035347,THE BAR AT MONTAGE,1636,RESTAURANT (61-150) SEATS LOW RISK,225 N CANON DR,BEVERLY HILLS,CA,90212,34.06401332,-118.3972371,OW0004567,BEVERLY HILLS LUXURY HOTEL,225  N CANON DRIVE,BEVERLY HILLS,CA,90210,"(34.0640133158, -118.3972370637)",807.0,3.0,292.0,24348.0
13252,FA0037508,MARISCOS CORONA,PR0030502,MARISCOS CORONA,1632,RESTAURANT (0-30) SEATS HIGH RISK,14901 SHERMAN WAY,VAN NUYS,CA,91405,34.20139834,-118.45775060000001,OW0013684,"GONZALEZ, ANTONIO",14901   SHERMAN WAY,VAN NUYS,CA,91405,"(34.2013983417, -118.4577506039)",301.0,3.0,430.0,19733.0
39481,FA0265005,PAPA JOHNS,PR0216167,PAPA JOHNS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,15651 HAWTHORNE BLVD # A,LAWNDALE,CA,90250,33.88898387,-118.35279380000001,OW0256030,"WNU, LLC",2493 ROLL DR STE 210 # 2016,SAN DIEGO,CA,92154,"(33.888983874, -118.3527938133)",751.0,2.0,316.0,24690.0
12016,FA0062469,G&M OIL #87,PR0023228,G&M OIL #87,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10701 SEPULVEDA BLVD,MISSION HILLS,CA,91345,34.26487155,-118.46758770000001,OW0012527,G & M OIL CO,16868   A ST,HUNTINGTON BEACH,CA,92647,"(34.2648715506, -118.4675877127)",400.0,3.0,386.0,19330.0
40444,FA0252792,SNACK SHOP,PR0202151,SNACK SHOP,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",122 E 7TH ST,LOS ANGELES,CA,90014-2014,34.04338426,-118.2506793,OW0246482,ZAW HTUT,122 E 7TH ST,LOS ANGELES,CA,90014-2014,"(34.0433842642, -118.2506793043)",656.0,1.0,343.0,23075.0
14546,FA0248876,BOMB CHICKEN,PR0197578,BOMB CHICKEN,1632,RESTAURANT (0-30) SEATS HIGH RISK,2300 S GARFIELD AVE STE A,MONTEREY PARK,CA,91754-7200,34.03638993,-118.1304597,OW0243222,HEEJOON SHIN,2300 S GARFIELD AVE STE A,MONTEREY PARK,CA,91754-7200,"(34.0363899323, -118.1304596968)",1970.0,1.0,75.0,9729.0
16480,FA0020761,EL LATINO ALEGRE,PR0026075,EL LATINO ALEGRE,1630,RESTAURANT (0-30) SEATS LOW RISK,1710 FIRESTONE BLVD,LOS ANGELES,CA,90001,33.95994831,-118.24274479999998,OW0017337,"JAIMEZ, NORMA N",9527 GRAPE ST,LOS ANGELES,CA,90002,"(33.9599483147, -118.2427448279)",984.0,2.0,174.0,22351.0
269,FA0257554,TRIPLE BEAM  PIZZA,PR0207485,TRIPLE BEAM PIZZA,1634,RESTAURANT (31-60) SEATS MODERATE RISK,5918 N FIGUEROA ST,LOS ANGELES,CA,90042-4230,34.11075248,-118.1903692,OW0249993,5916N. FIGUEROA RESTAURANT  LP,5918 N FIGUEROA ST,LOS ANGELES,CA,90042-4230,"(34.1107524818, -118.1903691963)",1506.0,1.0,350.0,23673.0
11274,FA0270843,FIVE LEAVES,PR0223498,FIVE LEAVES,1638,RESTAURANT (61-150) SEATS HIGH RISK,4845 FOUNTAIN AVE,LOS ANGELES,CA,90029,34.09543544,-118.2953439,OW0260801,FIVE LEAVES HOLLYWOOD LLC,4845 FOUNTAIN AVE,LOS ANGELES,CA,90029,"(34.0954354421, -118.295343922)",1400.0,3.0,344.0,23445.0
22807,FA0064861,KINGS DONUTS & CROISSANTS,PR0012493,KINGS DONUTS & CROISSANTS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1955 S HOOVER ST,LOS ANGELES,CA,90007,34.03855984,-118.28424869999999,OW0023797,"MAV, HOUR",1955  S HOOVER ST,LOS ANGELES,CA,90007,"(34.038559843, -118.284248661)",1112.0,1.0,437.0,22724.0
16252,FA0054766,SALT,PR0006384,SALT,1638,RESTAURANT (61-150) SEATS HIGH RISK,13534 BALI WAY,MARINA DEL REY,CA,90292,33.98107717,-118.44347009999998,OW0017177,IWF MDR HOTEL LP,13534   BALI WAY,MARINA DEL REY,CA,90292,"(33.9810771674, -118.4434700609)",456.0,4.0,58.0,25074.0
26314,FA0244485,WATERMAN'S CAFE @ COURTYARD BY MARRIOT,PR0192787,WATERMAN'S CAFE @ COURTYARD BY MARRIOT,1634,RESTAURANT (31-60) SEATS MODERATE RISK,425 COLORADO AVE,SANTA&#160;MONICA,CA,90405,34.01390869,-118.491909,OW0239686,PALMETTO HOSPITALITY  SM 1 LLC,425 COLORADO AVE,SANTA&#160;MONICA,CA,90405,"(34.0139086859, -118.4919090159)",372.0,3.0,93.0,25426.0
15836,FA0030147,IN-N-OUT BURGER #85,PR0019665,IN-N-OUT BURGER #85,1637,RESTAURANT (61-150) SEATS MODERATE RISK,4444 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,34.15220303,-118.4484902,OW0016998,"IN-N-OUT BURGERS, INC.",4199 CAMPUS DR FL 9,IRVINE,CA,92612,"(34.1522030308, -118.4484902009)",466.0,3.0,44.0,19732.0
25182,FA0042575,NORRIS CENTER THEATRE,PR0042523,NORRIS CENTER THEATRE,1630,RESTAURANT (0-30) SEATS LOW RISK,27570 CROSSFIELD DR,PALOS VERDES PENINSULA,CA,90274,33.77261503,-118.3753395,OW0026239,NORRIS CTR PERFORMING ARTS,27570 CROSSFIELD DR,PALOS VERDES PENINSULA,CA,90274,"(33.7726150294, -118.3753394554)",61.0,4.0,86.0,25067.0
40508,FA0071812,TAI PAN CHINESE FAST FOOD,PR0009841,TAI PAN CHINESE FAST FOOD,1635,RESTAURANT (31-60) SEATS HIGH RISK,3580 SANTA ANITA AVE # S,EL MONTE,CA,91731,34.07348462,-118.04169040000001,OW0040245,ZHANG YUE E,3580 SANTA ANITA AVE # S,EL MONTE,CA,91731,"(34.0734846159, -118.0416903886)",1725.0,1.0,307.0,9311.0
19794,FA0023734,FOX AND HOUNDS,PR0012502,FOX AND HOUNDS,1638,RESTAURANT (61-150) SEATS HIGH RISK,11100 VENTURA BLVD,STUDIO CITY,CA,91604,34.14100294,-118.37224679999999,OW0020737,LAPE IR SUO INC,11100   VENTURA BLVD,STUDIO CITY,CA,91604,"(34.1410029385, -118.3722468429)",1669.0,3.0,404.0,8492.0
4979,FA0063618,HOMETOWN BUFFET #297,PR0002219,HOMETOWN BUFFET #297,1641,RESTAURANT (151 + ) SEATS HIGH RISK,7868 VAN NUYS BLVD,PANORAMA CITY,CA,91402,34.21393672,-118.44776829999999,OW0005414,BUFFETS INC,120 CHULA VISTA,HOLLYWOOD PARK,TX,78232,"(34.213936721, -118.4477682883)",555.0,3.0,395.0,19730.0
29537,FA0037749,MARISCOS MIRAMAR RESTAURANT,PR0043646,MARISCOS MIRAMAR RESTAURANT,1635,RESTAURANT (31-60) SEATS HIGH RISK,14236 S BELLFLOWER BLVD,BELLFLOWER,CA,90706,33.90256921,-118.12515359999999,OW0030372,"ROBLES, SAUL",14236  S BELLFLOWER BLVD,BELLFLOWER,CA,90706,"(33.9025692091, -118.1251535847)",2113.0,4.0,291.0,26326.0
2178,FA0143789,PERSONAL NUTRITION #2,PR0129750,PERSONAL NUTRITION,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13916 FRANCISQUITO AVE STE C,BALDWIN PARK,CA,91706,34.06709073,-117.97231219999999,OW0106837,"APODACA, MARIA DINA",13916 FRANCISQUITO AVE #C,BALDWIN PARK,CA,91706,"(34.0670907302, -117.9723122069)",1710.0,1.0,288.0,8895.0
28938,FA0009815,BIRRIERIA CHALIO,PR0047921,BIRRIERIA CHALIO,1638,RESTAURANT (61-150) SEATS HIGH RISK,11300 E WASHINGTON BLVD,WHITTIER,CA,90606,33.97168951,-118.07084259999999,OW0029748,"RAUL, LUIS",11300  E WASHINGTON BLVD.,WHITTIER,CA,90606,"(33.9716895109, -118.0708426198)",1933.0,4.0,91.0,25726.0
22368,FA0203878,TJ'S RESTAURANT,PR0176285,TJ'S RESTAURANT,1632,RESTAURANT (0-30) SEATS HIGH RISK,1054 N HACIENDA BLVD,LA PUENTE,CA,91744,34.03879311,-117.9496864,OW0208987,MARIA VASQUEZ,1401 S FRANDALE AVE,WEST COVINA,CA,91790,"(34.0387931077, -117.949686426)",1904.0,1.0,15.0,9324.0
14825,FA0016801,HIKO SUSHI,PR0048294,HIKO SUSHI,1632,RESTAURANT (0-30) SEATS HIGH RISK,11275 NATIONAL BLVD,LOS ANGELES,CA,90064,34.02678268,-118.4305287,OW0015519,HIKARI INC,11275   NATIONAL BLVD,LOS ANGELES,CA,90064,"(34.0267826819, -118.4305286753)",416.0,2.0,382.0,24029.0
16359,FA0259678,CHINATOWN EXPRESS,PR0209936,CHINATOWN EXPRESS,1635,RESTAURANT (31-60) SEATS HIGH RISK,13935 PIONEER BLVD,NORWALK,CA,90650,33.90484156,-118.0827754,OW0251614,J&Q CHINATOWN EXPRESS INC,13935 PIONEER BLVD,NORWALK,CA,90650,"(33.9048415626, -118.0827754374)",2161.0,4.0,76.0,25734.0
7183,FA0031377,RUBI'S FROSTY FREEZE,PR0002543,RUBI'S FROSTY FREEZE,1635,RESTAURANT (31-60) SEATS HIGH RISK,13546 WHITTIER BLVD,WHITTIER,CA,90605,33.96147668,-118.0301708,OW0008152,"CINSEROS, JOSE R",10558  S BLUEFIELD AVE,WHITTIER,CA,90604,"(33.9614766841, -118.0301708265)",2104.0,4.0,108.0,25725.0
15237,FA0261690,JOSE'S WATER MINI MARKET,PR0212310,JOSE'S WATER MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",9303 S VERMONT AVE,LOS ANGELES,CA,90244-3323,33.95204072,-118.29195190000002,OW0253264,HOSE GUADALUPE VILLALPANDO,9303 S VERMONT AVE,LOS ANGELES,CA,90244-3323,"(33.9520407233, -118.2919518924)",977.0,2.0,114.0,23675.0
13713,FA0142715,GUCKENHEIMER @ ABBOTT,PR0127380,GUCKENHEIMER @ ABBOTT,1641,RESTAURANT (151 + ) SEATS HIGH RISK,15900 VALLEY VIEW CT,SYLMAR,CA,91342-3577,34.305843700000004,-118.4795106,OW0105348,"GUCKENHEIMER SERVICES, LLC.",1850 GATEWAY DR STE 500,SAN MATEO,CA,94404,"(34.3058437045, -118.4795106323)",454.0,3.0,363.0,18912.0
26794,FA0066233,MAGNOLIA FOOD MARKET,PR0032918,MAGNOLIA FOOD MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11300 MAGNOLIA BLVD UNIT #7,NORTH HOLLYWOOD,CA,91601,34.16491297,-118.37766909999999,OW0027977,"PATEL, AJIT B",11300   MAGNOLIA BLVD,NORTH HOLLYWOOD,CA,91601,"(34.1649129676, -118.3776690807)",1461.0,3.0,394.0,8488.0
20,FA0257326,FELLOW RESTAURANT,PR0207206,FELLOW RESTAURANT - BASEMENT KITCHEN,1632,RESTAURANT (0-30) SEATS HIGH RISK,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,34.06111534,-118.44440559999998,OW0249819,1071 GLENDON PARTNERS LLC,1071 GLENDON AVE,LOS ANGELES,CA,90024-2907,"(34.0611153419, -118.4444056187)",389.0,3.0,60.0,23442.0
23158,FA0264103,BABY BROS PIZZA AND WINGS,PR0215160,BABY BROS PIZZA AND WINGS,1635,RESTAURANT (31-60) SEATS HIGH RISK,9847 RUSH ST,SOUTH EL MONTE,CA,91733,34.05186051,-118.05395109999999,OW0255308,MELETIS INC,9847 RUSH ST,SOUTH EL MONTE,CA,91733,"(34.0518605115, -118.0539510766)",1877.0,1.0,99.0,9314.0
18352,FA0002139,7 ELEVEN #25051,PR0012272,7 ELEVEN #25051,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",12170 RAMONA BLVD,EL MONTE,CA,91732,34.07557309,-118.00812250000001,OW0018873,"KHAN, ADNAN",PO BOX 219088,DALLAS,TX,75221,"(34.0755730911, -118.008122468)",1686.0,1.0,307.0,9313.0
22806,FA0263332,NEW THAI BEAM CUISINE,PR0214234,NEW THAI BEAM CUISINE,1632,RESTAURANT (0-30) SEATS HIGH RISK,4854 HUNTINGTON DR S,LOS ANGELES,CA,90032,34.08591973,-118.17838020000002,OW0254673,MAUV LAY,4854 HUNTINGTON DR S,LOS ANGELES,CA,90032,"(34.0859197313, -118.1783801637)",1519.0,1.0,349.0,23449.0
6629,FA0008552,CHI CHIS PIZZA INC,PR0011228,CHI CHIS PIZZA INC,1638,RESTAURANT (61-150) SEATS HIGH RISK,9080 TAMPA AVE,NORTHRIDGE,CA,91324,34.23481552,-118.553362,OW0007497,CHI CHIS PIZZA INC,9205 ALABAMA AVE STE A,CHATSWORTH,CA,91311,"(34.2348155206, -118.5533619605)",627.0,3.0,396.0,18513.0
2033,FA0071691,TACO NAZO,PR0003847,TACO NAZO,1635,RESTAURANT (31-60) SEATS HIGH RISK,1267 N GRAND AVE,WALNUT,CA,91789,34.0443786,-117.8488153,OW0002753,ANGUIANO ELIA C ET AL,1267  N GRAND AVE,WALNUT,CA,91789,"(34.0443785964, -117.8488152513)",2295.0,1.0,104.0,10145.0
22197,FA0221983,JUICE BUDZ,PR0176970,JUICE BUDZ,1630,RESTAURANT (0-30) SEATS LOW RISK,4341 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,34.15010599,-118.4489017,OW0226907,MARCO ANTONIO ANAYA,4341 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,"(34.1501059916, -118.4489016721)",463.0,3.0,44.0,19736.0
34644,FA0169921,RESIDENCE INN LAX CENTURY BLVD,PR0164839,RESIDENCE INN BY MARRIOTT CAFE,1640,RESTAURANT (151 + ) SEATS MODERATE RISK,5933 W CENTURY BLVD,LOS ANGELES,CA,90045,33.94571052,-118.3874666,OW0132889,"SVILAX, LLC",3334 E COAST HWY # 410,CORONA DEL MAR,,92625,"(33.9457105236, -118.3874665725)",693.0,4.0,440.0,23676.0
3082,FA0052875,UNDERGROUND PUB & GRILL,PR0012685,UNDERGROUND PUB & GRILL,1638,RESTAURANT (61-150) SEATS HIGH RISK,1332 HERMOSA AVE # 15,HERMOSA BEACH,CA,90254,33.86338007,-118.4002187,OW0003641,BACCHANAL CAPITAL INC.,1332   HERMOSA AVE.,HERMOSA BEACH,CA,90254,"(33.8633800692, -118.4002186619)",648.0,4.0,310.0,24688.0
16567,FA0143739,BARDOT,PR0129700,BARDOT,1638,RESTAURANT (61-150) SEATS HIGH RISK,206 W BONITA AVE STE 1,CLAREMONT,CA,91711,34.09649643,-117.71647720000001,OW0106793,JAPEC INC,206 W BONITA AVE STE 1,CLAREMONT,CA,91711,"(34.096496425, -117.7164771685)",2342.0,1.0,6.0,8900.0
39229,FA0073990,WHOLE FOODS MARKET #29,PR0013616,WHOLE FOODS MARKET-MEAT,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",331 N GLENDALE AVE,GLENDALE,CA,91206,34.15107728,-118.245663,OW0038850,"WHOLE FOODS MARKET, INC.",P.O. BOX 684786,AUSTIN,TX,78768-4786,"(34.1510772753, -118.2456630225)",1533.0,5.0,305.0,3634.0
36071,FA0258106,THE UGLY MUG COFFEE HOUSE,PR0208087,THE UGLY MUG COFFEE HOUSE,1630,RESTAURANT (0-30) SEATS LOW RISK,3112 W BURBANK BLVD STE 100,BURBANK,CA,91505,34.17651147,-118.34472109999999,OW0250363,"THE UGLY MUG COFFEE HOUSE, LLC",1317 N CATALINA ST,BURBANK,CA,91505,"(34.1765114688, -118.3447211185)",1632.0,5.0,295.0,20150.0
